split,image_name,image_path,mask_path,has_mask,is_valid_pair,height,width,mask_height,mask_width,num_unique_labels,labels_present,ignore_ratio,dominant_label,dominant_label_name,brightness_mean,brightness_std,dark_ratio,bright_ratio,saturation_mean,edge_strength,r_mean,g_mean,b_mean,lr_source,weather,timeofday,scene,condition,source,has_metadata
train,00d79c0a-23bea078.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00d79c0a-23bea078.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00d79c0a-23bea078_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,4,5,7,8,10,13,15,255",0.03708116319444445,10,sky,0.39914393424987793,0.22621597349643707,0.22736979166666665,0.029480251736111112,0.18889141082763672,0.022098619490861893,0.3106648325920105,0.42773735523223877,0.4866577386856079,train_json,clear,daytime,highway,day,labels_release,True
train,00d8944b-e157478b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00d8944b-e157478b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00d8944b-e157478b_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,4,5,7,8,10,13,14,255",0.21262803819444445,2,building,0.41860342025756836,0.23279128968715668,0.183134765625,0.06671549479166666,0.09937445819377899,0.015184063464403152,0.36222994327545166,0.4452611207962036,0.4314859211444855,train_json,partly cloudy,daytime,city street,day,labels_release,True
train,00de601c-858a8a8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00de601c-858a8a8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00de601c-858a8a8d_train_id.png,True,True,720,1280,720,1280,12,"0,2,3,4,5,7,8,9,10,13,14,255",0.09913628472222222,8,vegetation,0.5913694500923157,0.28435784578323364,0.05236111111111111,0.4008430989583333,0.04678274691104889,0.006680302321910858,0.576111376285553,0.5949598550796509,0.6110684275627136,train_json,overcast,daytime,highway,day,labels_release,True
train,00f7eac8-5193d600.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00f7eac8-5193d600.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00f7eac8-5193d600_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,5,6,7,8,10,11,13,14,255",0.5810590277777777,2,building,0.4006291925907135,0.2448500245809555,0.1770703125,0.10073676215277778,0.07269874215126038,0.015654295682907104,0.3740902245044708,0.4095631241798401,0.4271875023841858,train_json,overcast,daytime,city street,day,labels_release,True
train,010fc651-19922861.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/010fc651-19922861.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/010fc651-19922861_train_id.png,True,True,720,1280,720,1280,11,"0,2,5,6,7,8,10,11,13,14,255",0.3932921006944444,13,car,0.37677663564682007,0.25739675760269165,0.3498068576388889,0.10569769965277778,0.07571630924940109,0.021262384951114655,0.3457416892051697,0.3968845307826996,0.35817351937294006,train_json,clear,daytime,city street,day,labels_release,True
train,01118704-2d838d7f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01118704-2d838d7f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01118704-2d838d7f_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,5,6,7,8,10,13,255",0.12935872395833334,8,vegetation,0.4988420009613037,0.2557304799556732,0.16582899305555557,0.13352430555555556,0.1320725381374359,0.015065432526171207,0.46213096380233765,0.5176887512207031,0.49825429916381836,train_json,clear,daytime,highway,day,labels_release,True
train,011d593a-89158b9d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/011d593a-89158b9d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/011d593a-89158b9d_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,4,5,6,7,8,10,13,14,255",0.12177191840277778,0,road,0.4436466097831726,0.24331782758235931,0.21171766493055555,0.11874674479166666,0.0932449921965599,0.013486766256392002,0.38919442892074585,0.4667898416519165,0.4700339734554291,train_json,clear,daytime,city street,day,labels_release,True
train,012e0351-723ac360.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/012e0351-723ac360.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/012e0351-723ac360_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,4,5,6,7,8,10,11,13,255",0.6164485677083333,13,car,0.40960168838500977,0.25183072686195374,0.22417426215277778,0.11099066840277778,0.06272930651903152,0.014449400827288628,0.4245108962059021,0.40734243392944336,0.3852492570877075,train_json,undefined,daytime,city street,day,labels_release,True
train,014474aa-accf35e1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/014474aa-accf35e1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/014474aa-accf35e1_train_id.png,True,True,720,1280,720,1280,9,"0,1,2,3,8,9,13,14,255",0.36685980902777776,0,road,0.5207967758178711,0.19559720158576965,0.08944661458333333,0.061716579861111114,0.07250122725963593,0.01213536225259304,0.5029604434967041,0.5208899974822998,0.5663723945617676,train_json,undefined,daytime,city street,day,labels_release,True
train,01688cf2-237fbd49.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01688cf2-237fbd49.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01688cf2-237fbd49_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,3,4,5,6,7,8,10,13,255",0.12341254340277778,10,sky,0.4867212474346161,0.2400912195444107,0.1343023003472222,0.06017252604166667,0.1977018564939499,0.009905166923999786,0.40786147117614746,0.5092164278030396,0.5774419903755188,train_json,clear,daytime,city street,day,labels_release,True
train,01818f85-6397dd75.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01818f85-6397dd75.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01818f85-6397dd75_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,5,6,7,8,10,11,13,14,255",0.4378342013888889,0,road,0.2786036729812622,0.27567198872566223,0.5649728732638889,0.10072482638888888,0.045736197382211685,0.010732965543866158,0.2666545510292053,0.28298327326774597,0.29435810446739197,train_json,overcast,daytime,city street,day,labels_release,True
train,01a4933a-252e566a.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01a4933a-252e566a.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01a4933a-252e566a_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,5,7,8,10,13,15,255",0.10532769097222222,0,road,0.48081493377685547,0.18961644172668457,0.00173828125,0.10694986979166667,0.058490607887506485,0.009317426010966301,0.44596415758132935,0.49882972240448,0.4799024760723114,train_json,clear,daytime,city street,day,labels_release,True
train,01c4035b-bcaeb067.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01c4035b-bcaeb067.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01c4035b-bcaeb067_train_id.png,True,True,720,1280,720,1280,13,"0,1,2,3,4,5,6,7,8,10,13,16,255",0.12261176215277778,10,sky,0.4951760768890381,0.2218223661184311,0.11565972222222222,0.057945963541666666,0.15658892691135406,0.016737304627895355,0.43392840027809143,0.5196205377578735,0.5307348966598511,train_json,overcast,daytime,highway,day,labels_release,True
train,01c5cd64-6e208afd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01c5cd64-6e208afd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01c5cd64-6e208afd_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,3,5,6,7,8,10,11,13,255",0.13620768229166666,8,vegetation,0.33005818724632263,0.22820687294006348,0.3532302517361111,0.054110243055555556,0.10725779086351395,0.022223403677344322,0.30723005533218384,0.3387252390384674,0.35118526220321655,train_json,overcast,daytime,city street,day,labels_release,True
train,0204aad7-05dbee41.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0204aad7-05dbee41.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0204aad7-05dbee41_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,3,5,6,7,8,10,11,13,255",0.3193229166666667,2,building,0.3801474869251251,0.2616923451423645,0.30843315972222224,0.09461480034722222,0.06435319036245346,0.02367687225341797,0.38116180896759033,0.37848156690597534,0.3912319540977478,train_json,undefined,daytime,city street,day,labels_release,True
train,02133057-fc70cc0e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/02133057-fc70cc0e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/02133057-fc70cc0e_train_id.png,True,True,720,1280,720,1280,8,"0,2,5,8,10,13,14,255",0.08891059027777778,8,vegetation,0.35793548822402954,0.24336208403110504,0.3123220486111111,0.07658420138888888,0.027317723259329796,0.012029056437313557,0.35852327942848206,0.3585543632507324,0.35715410113334656,train_json,undefined,daytime,city street,day,labels_release,True
train,021c0ade-877a81e9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/021c0ade-877a81e9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/021c0ade-877a81e9_train_id.png,True,True,720,1280,720,1280,13,"0,1,2,3,4,5,7,8,9,10,11,13,255",0.22957356770833334,2,building,0.38249868154525757,0.26297280192375183,0.2701443142361111,0.12983832465277778,0.047415465116500854,0.01448399480432272,0.38690459728240967,0.38672149181365967,0.3538984954357147,train_json,overcast,daytime,city street,day,labels_release,True
train,023d0f3c-564e6d31.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/023d0f3c-564e6d31.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/023d0f3c-564e6d31_train_id.png,True,True,720,1280,720,1280,10,"0,2,3,5,7,8,9,10,13,255",0.13289279513888888,8,vegetation,0.3499063551425934,0.233381986618042,0.38448350694444444,0.017794053819444444,0.2285260409116745,0.01961679756641388,0.2581152617931366,0.3746611773967743,0.46871262788772583,train_json,snowy,daytime,city street,day,labels_release,True
train,0245bba2-838a71a5.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0245bba2-838a71a5.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0245bba2-838a71a5_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,4,5,6,7,8,10,13,14,255",0.1258181423611111,0,road,0.40773019194602966,0.2834540903568268,0.3516937934027778,0.14087022569444443,0.10694543272256851,0.016871022060513496,0.359570175409317,0.423392653465271,0.4580831229686737,train_json,partly cloudy,daytime,city street,day,labels_release,True
train,0248ab56-904b42ad.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0248ab56-904b42ad.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0248ab56-904b42ad_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,5,7,8,10,11,13,255",0.27123372395833334,0,road,0.47206366062164307,0.21698251366615295,0.11784288194444445,0.06490776909722222,0.07631783932447433,0.010193277150392532,0.4548369348049164,0.4746227264404297,0.5062478184700012,train_json,overcast,daytime,city street,day,labels_release,True
train,026c7465-d54954fa.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/026c7465-d54954fa.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/026c7465-d54954fa_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,10,13,14,255",0.4874717881944444,0,road,0.3608548045158386,0.27476364374160767,0.24062934027777777,0.13491644965277777,0.028338845819234848,0.00813378021121025,0.37071868777275085,0.3588290810585022,0.3495651185512543,train_json,overcast,daytime,highway,day,labels_release,True
train,027e72be-02d4782f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/027e72be-02d4782f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/027e72be-02d4782f_train_id.png,True,True,720,1280,720,1280,8,"0,2,5,7,8,10,13,255",0.06622178819444445,13,car,0.4083941876888275,0.20183315873146057,0.17010199652777777,0.035875651041666665,0.03705883026123047,0.014224367216229439,0.4181927442550659,0.4050504267215729,0.4019961357116699,train_json,overcast,daytime,city street,day,labels_release,True
train,029abf56-094a6f08.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/029abf56-094a6f08.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/029abf56-094a6f08_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,3,5,8,9,10,13,255",0.07861219618055555,10,sky,0.5194776654243469,0.21477766335010529,0.059283854166666664,0.0642578125,0.19959430396556854,0.016105102375149727,0.45181208848953247,0.5437860488891602,0.5717324614524841,train_json,clear,daytime,highway,day,labels_release,True
train,02d3ac59-ada9555d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/02d3ac59-ada9555d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/02d3ac59-ada9555d_train_id.png,True,True,720,1280,720,1280,13,"0,1,2,3,4,5,6,7,8,9,10,13,255",0.2629264322916667,0,road,0.3892703652381897,0.2573171555995941,0.26045572916666665,0.10912000868055556,0.04540286585688591,0.01898566074669361,0.3868332803249359,0.3919629454612732,0.38638949394226074,train_json,overcast,daytime,residential,day,labels_release,True
train,02ddd956-1bee234c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/02ddd956-1bee234c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/02ddd956-1bee234c_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,5,6,7,8,10,11,13,18,255",0.0862912326388889,2,building,0.34374159574508667,0.23648908734321594,0.34207899305555556,0.079228515625,0.040569618344306946,0.013252494856715202,0.34664005041122437,0.341063529253006,0.3536815047264099,train_json,undefined,daytime,city street,day,labels_release,True
train,0311770a-42a9e854.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0311770a-42a9e854.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0311770a-42a9e854_train_id.png,True,True,720,1280,720,1280,8,"0,5,7,8,9,10,13,255",0.08074435763888889,10,sky,0.6130248308181763,0.23926809430122375,0.022143012152777777,0.41990559895833335,0.07524238526821136,0.006589481607079506,0.5784782767295837,0.6277742981910706,0.6243391633033752,train_json,overcast,daytime,highway,day,labels_release,True
train,03343856-ebf78b5f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/03343856-ebf78b5f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/03343856-ebf78b5f_train_id.png,True,True,720,1280,720,1280,8,"0,1,2,5,6,8,13,255",0.5427452256944445,0,road,0.09661567211151123,0.11212000250816345,0.8734505208333333,0.004611545138888889,0.025039291009306908,0.006018203683197498,0.10479341447353363,0.09537717700004578,0.08508884906768799,train_json,clear,night,city street,night,labels_release,True
train,0335a578-bc537992.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0335a578-bc537992.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0335a578-bc537992_train_id.png,True,True,720,1280,720,1280,8,"0,2,5,7,8,10,13,255",0.4560308159722222,0,road,0.4710533022880554,0.2173800766468048,0.1779242621527778,0.05033962673611111,0.08769944310188293,0.022239845246076584,0.4355616867542267,0.4901632070541382,0.46691107749938965,train_json,clear,daytime,highway,day,labels_release,True
train,033ae54d-46760e92.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/033ae54d-46760e92.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/033ae54d-46760e92_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,3,5,8,9,10,11,13,15,255",0.2428049045138889,0,road,0.34681597352027893,0.2581336796283722,0.4037955729166667,0.07618381076388889,0.11845479905605316,0.02041349560022354,0.3306595981121063,0.34612560272216797,0.39948156476020813,train_json,partly cloudy,daytime,residential,day,labels_release,True
train,035b1b38-07da7a0c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/035b1b38-07da7a0c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/035b1b38-07da7a0c_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,5,8,10,11,13,15,255",0.2853374565972222,2,building,0.4108659327030182,0.22799751162528992,0.18863932291666666,0.07668402777777777,0.08054012060165405,0.017296571284532547,0.36808109283447266,0.43507710099220276,0.39992234110832214,train_json,clear,daytime,city street,day,labels_release,True
train,035cbba8-1e0e6c8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/035cbba8-1e0e6c8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/035cbba8-1e0e6c8d_train_id.png,True,True,720,1280,720,1280,9,"0,1,2,5,8,9,10,13,255",0.1160470920138889,0,road,0.4844779074192047,0.2795562744140625,0.09283962673611111,0.25416015625,0.0523526631295681,0.010903360322117805,0.4685220420360565,0.4881722629070282,0.5093147158622742,train_json,overcast,daytime,residential,day,labels_release,True
train,03793f54-c5de387b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/03793f54-c5de387b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/03793f54-c5de387b_train_id.png,True,True,720,1280,720,1280,9,"0,1,2,5,6,7,8,13,255",0.41087782118055555,0,road,0.4105443060398102,0.24168865382671356,0.2661631944444444,0.046025390625,0.13703744113445282,0.013103692792356014,0.35948795080184937,0.4356757700443268,0.4204173982143402,train_json,clear,daytime,highway,day,labels_release,True
train,0384ec78-864ea363.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0384ec78-864ea363.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0384ec78-864ea363_train_id.png,True,True,720,1280,720,1280,8,"0,1,5,7,8,10,13,255",0.42219292534722225,10,sky,0.44747188687324524,0.23555882275104523,0.16413194444444446,0.06394639756944444,0.12255639582872391,0.012424256652593613,0.3805142343044281,0.4758361876010895,0.47894006967544556,train_json,partly cloudy,daytime,highway,day,labels_release,True
train,0390cdb2-1f193811.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0390cdb2-1f193811.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0390cdb2-1f193811_train_id.png,True,True,720,1280,720,1280,8,"0,2,5,7,8,10,13,255",0.5960026041666666,10,sky,0.5490183234214783,0.23026205599308014,0.11413411458333333,0.047945963541666664,0.1887747049331665,0.011789613403379917,0.44804975390434265,0.5859271287918091,0.6220407485961914,train_json,partly cloudy,daytime,highway,day,labels_release,True
train,03c239e4-212735e7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/03c239e4-212735e7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/03c239e4-212735e7_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,4,5,8,9,10,13,255",0.11228190104166667,0,road,0.4936140477657318,0.2672809660434723,0.1549142795138889,0.16989366319444443,0.14381493628025055,0.01822700910270214,0.4451516270637512,0.5169460773468018,0.501007616519928,train_json,partly cloudy,daytime,city street,day,labels_release,True
train,03cee322-f7c906a2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/03cee322-f7c906a2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/03cee322-f7c906a2_train_id.png,True,True,720,1280,720,1280,6,"0,1,2,10,13,255",0.071708984375,2,building,0.4556904733181,0.20673993229866028,0.14037760416666667,0.04801540798611111,0.15647849440574646,0.043006107211112976,0.42908257246017456,0.4676976203918457,0.465476393699646,train_json,clear,daytime,city street,day,labels_release,True
train,03dda8e7-dea74947.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/03dda8e7-dea74947.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/03dda8e7-dea74947_train_id.png,True,True,720,1280,720,1280,8,"0,2,5,8,9,10,13,255",0.25872829861111113,8,vegetation,0.47144070267677307,0.23456589877605438,0.159833984375,0.09855143229166667,0.10348833352327347,0.01939336210489273,0.4219338893890381,0.5012043118476868,0.4486798644065857,train_json,overcast,daytime,city street,day,labels_release,True
train,04180105-d7aca785.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/04180105-d7aca785.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/04180105-d7aca785_train_id.png,True,True,720,1280,720,1280,11,"0,1,2,3,5,6,7,8,10,13,255",0.18504774305555555,1,sidewalk,0.4450915455818176,0.22933517396450043,0.20859483506944446,0.04809136284722222,0.1531772017478943,0.014673210680484772,0.38307851552963257,0.47031161189079285,0.4807906448841095,train_json,clear,daytime,highway,day,labels_release,True
train,04200e90-4a4c631e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/04200e90-4a4c631e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/04200e90-4a4c631e_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,5,7,8,9,10,11,13,14,255",0.2618381076388889,5,pole,0.48773419857025146,0.2267855554819107,0.06701388888888889,0.154169921875,0.08068519085645676,0.012264353223145008,0.44195154309272766,0.5109298825263977,0.48968106508255005,train_json,overcast,daytime,highway,day,labels_release,True
