split,image_name,image_path,mask_path,has_mask,is_valid_pair,height,width,mask_height,mask_width,num_unique_labels,labels_present,ignore_ratio,dominant_label,dominant_label_name,brightness_mean,brightness_std,dark_ratio,bright_ratio,saturation_mean,edge_strength,r_mean,g_mean,b_mean,night_score,rain_like_score,day_like_score
train,707b78bc-16f79de8.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/707b78bc-16f79de8.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/707b78bc-16f79de8_train_id.png,True,True,720,1280,720,1280,8,"0,5,7,8,9,10,13,255",0.18149305555555556,10,sky,0.5304464101791382,0.2940681576728821,0.18256510416666666,0.25988064236111114,0.24831779301166534,0.01600407250225544,0.40438804030418396,0.576442539691925,0.6268802881240845,0.37849796,0.32961804,0.6335659
train,00e9be89-00001695.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001695.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001695_train_id.png,True,True,720,1280,720,1280,10,"0,4,5,6,7,8,10,13,14,255",0.24828993055555557,10,sky,0.6761448979377747,0.24934029579162598,0.061481119791666664,0.4777473958333333,0.08555816113948822,0.010680239647626877,0.6412096619606018,0.6931096911430359,0.6753549575805664,0.391022,0.41217726,0.63239217
train,3fd00225-1ae1ecd6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3fd00225-1ae1ecd6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3fd00225-1ae1ecd6_train_id.png,True,True,720,1280,720,1280,8,"0,5,7,8,10,11,13,255",0.2985980902777778,10,sky,0.6672261357307434,0.25524675846099854,0.02408203125,0.5118283420138889,0.06759330630302429,0.00771664921194315,0.6483017206192017,0.6793683767318726,0.6496423482894897,0.39399698,0.41028756,0.63229597
train,00e9be89-00001485.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001485.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001485_train_id.png,True,True,720,1280,720,1280,9,"0,1,2,5,7,10,13,15,255",0.08448133680555556,10,sky,0.6456976532936096,0.25155332684516907,0.04450303819444444,0.41640516493055557,0.11050261557102203,0.007068047299981117,0.5957685708999634,0.6644418239593506,0.676479160785675,0.39033738,0.39894876,0.6306412
train,23f89fdc-d0a28157.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/23f89fdc-d0a28157.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/23f89fdc-d0a28157_train_id.png,True,True,720,1280,720,1280,7,"0,2,5,7,10,13,255",0.07856987847222222,10,sky,0.5847212076187134,0.31240150332450867,0.04976996527777778,0.448759765625,0.058246344327926636,0.010507218539714813,0.5696736574172974,0.5900307893753052,0.5950970649719238,0.40640402,0.3778273,0.62949634
train,8503e27b-35dd625c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/8503e27b-35dd625c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/8503e27b-35dd625c_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,6,7,8,10,13,255",0.2082345920138889,10,sky,0.6197388172149658,0.2809734344482422,0.03920572916666667,0.31148980034722223,0.07223813235759735,0.012565616518259048,0.5897881984710693,0.6331803798675537,0.6287679076194763,0.40104085,0.39363736,0.6285945
train,00e9be89-00001510.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001510.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001510_train_id.png,True,True,720,1280,720,1280,12,"0,1,2,5,7,8,10,11,13,14,15,255",0.027777777777777776,10,sky,0.652313768863678,0.25340837240219116,0.058514539930555554,0.42848741319444444,0.09580821543931961,0.007345976307988167,0.6112622022628784,0.6690664291381836,0.6677453517913818,0.39475593,0.4065896,0.62813103
train,00e9be89-00001165.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001165.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001165_train_id.png,True,True,720,1280,720,1280,10,"0,2,5,7,8,9,10,13,14,255",0.025904947916666667,10,sky,0.6742684841156006,0.2260998636484146,0.060174696180555556,0.39071831597222223,0.1271010935306549,0.008248276077210903,0.620074987411499,0.6937403082847595,0.7099273204803467,0.38720846,0.41365525,0.62811184
train,00e9be89-00001090.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001090.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001090_train_id.png,True,True,720,1280,720,1280,11,"0,2,3,4,5,7,8,10,13,14,255",0.03640190972222222,10,sky,0.6376126408576965,0.2429938167333603,0.052086588541666666,0.38368815104166665,0.13636474311351776,0.007907545194029808,0.5776375532150269,0.6574690937995911,0.68794846534729,0.3889264,0.39679465,0.6278994
val,ab62abd3-c3cd5688.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/val/ab62abd3-c3cd5688.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/val/ab62abd3-c3cd5688_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,5,7,8,9,10,13,255",0.07139756944444445,10,sky,0.6583746075630188,0.19807502627372742,0.0014138454861111112,0.34266167534722225,0.18532131612300873,0.006421126425266266,0.6497581601142883,0.6719846129417419,0.6061431169509888,0.37677678,0.40228155,0.627882
train,3a8e69b6-13eadeba.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3a8e69b6-13eadeba.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3a8e69b6-13eadeba_train_id.png,True,True,720,1280,720,1280,11,"0,2,4,5,8,10,12,13,14,17,255",0.01564019097222222,10,sky,0.6052042245864868,0.22674711048603058,0.06756401909722222,0.1514822048611111,0.22335147857666016,0.013517903164029121,0.5095728635787964,0.6371803283691406,0.6898003220558167,0.3775902,0.3754549,0.6271487
train,1d74a038-5bc38f74.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1d74a038-5bc38f74.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1d74a038-5bc38f74_train_id.png,True,True,720,1280,720,1280,9,"0,2,4,5,7,8,10,13,255",0.0013324652777777777,10,sky,0.5695858597755432,0.3017778992652893,0.079501953125,0.39623046875,0.10850750654935837,0.005495110526680946,0.5073977112770081,0.592746376991272,0.612054169178009,0.40204498,0.37022328,0.62668616
train,00e9be89-00001200.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001200.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001200_train_id.png,True,True,720,1280,720,1280,11,"0,2,4,5,7,8,9,10,13,14,255",0.057509765625,10,sky,0.685480535030365,0.21881993114948273,0.05804578993055556,0.39718315972222223,0.12196341902017593,0.007183861918747425,0.6309677362442017,0.7052111625671387,0.7200034856796265,0.3882791,0.42138332,0.62651956
train,00e9be89-00001135.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001135.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001135_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,10,13,14,255",0.020562065972222224,10,sky,0.6564164757728577,0.2274533063173294,0.038600260416666664,0.36925130208333334,0.13303308188915253,0.008544832468032837,0.5998679399490356,0.6760749816894531,0.6971216201782227,0.38888073,0.40832853,0.62598443
train,4ddaf49d-46e97f82.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4ddaf49d-46e97f82.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4ddaf49d-46e97f82_train_id.png,True,True,720,1280,720,1280,7,"2,5,8,10,13,14,255",0.34166341145833334,10,sky,0.5919443964958191,0.30359983444213867,0.0981955295138889,0.4170779079861111,0.07901345193386078,0.012086806818842888,0.5526791214942932,0.6072023510932922,0.6135106682777405,0.40637815,0.38376984,0.6258984
train,00e9be89-00001155.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001155.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001155_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,10,13,14,255",0.021270616319444446,10,sky,0.6697374582290649,0.2213815599679947,0.041764322916666666,0.3792545572916667,0.12907174229621887,0.007808608002960682,0.611068844795227,0.6896471381187439,0.7141475677490234,0.38851377,0.41475993,0.6258804
train,00e9be89-00001150.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001150.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001150_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,10,13,14,255",0.027802734375,10,sky,0.6726095080375671,0.2165132462978363,0.03284613715277778,0.37935546875,0.13140113651752472,0.009644614532589912,0.6138031482696533,0.6928529143333435,0.7153714895248413,0.38771015,0.41618785,0.6256956
train,00e9be89-00001180.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001180.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001180_train_id.png,True,True,720,1280,720,1280,11,"0,2,4,5,7,8,9,10,13,14,255",0.01838107638888889,10,sky,0.6814103722572327,0.21545009315013885,0.03662760416666667,0.4005262586805556,0.12271279096603394,0.010262041352689266,0.6282076239585876,0.7006142139434814,0.714515745639801,0.38864833,0.4210498,0.6255619
train,00e9be89-00001170.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001170.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001170_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,7,8,9,10,13,255",0.011851128472222222,10,sky,0.6533357501029968,0.23858177661895752,0.07179904513888889,0.37643229166666664,0.12593910098075867,0.009256758727133274,0.5964651107788086,0.6730765104293823,0.6940991282463074,0.3918001,0.40789396,0.62552077
train,00e9be89-00001260.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001260.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001260_train_id.png,True,True,720,1280,720,1280,11,"0,4,5,7,8,9,10,13,14,15,255",0.20450520833333333,10,sky,0.6645837426185608,0.24848371744155884,0.09280815972222223,0.4172319878472222,0.09603668004274368,0.012476321309804916,0.6253162026405334,0.6819970011711121,0.6713059544563293,0.3970245,0.4159655,0.6250987
train,a4ce8afe-fe4b5d30.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/a4ce8afe-fe4b5d30.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/a4ce8afe-fe4b5d30_train_id.png,True,True,720,1280,720,1280,10,"0,1,2,4,5,6,8,9,13,255",0.0141796875,6,traffic_light,0.5951480269432068,0.29012447595596313,0.18067491319444445,0.3548708767361111,0.139785036444664,0.009018514305353165,0.555587649345398,0.6008138656616211,0.6661962866783142,0.39841732,0.38010532,0.62509626
train,00e9be89-00001160.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001160.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001160_train_id.png,True,True,720,1280,720,1280,10,"0,2,4,5,7,8,10,13,14,255",0.020589192708333332,10,sky,0.6635270118713379,0.2306385338306427,0.06459201388888888,0.3877191840277778,0.12477824836969376,0.008324524387717247,0.606386661529541,0.6829323172569275,0.7064995169639587,0.39121708,0.41330475,0.6250415
train,00e9be89-00001095.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001095.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001095_train_id.png,True,True,720,1280,720,1280,9,"0,2,4,5,7,8,10,13,255",0.061573350694444445,10,sky,0.6438204050064087,0.23543141782283783,0.04613606770833333,0.3793804253472222,0.133335143327713,0.008504683151841164,0.5856345891952515,0.6636878848075867,0.6873062252998352,0.39100066,0.40392452,0.6250273
train,00e9be89-00001175.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001175.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001175_train_id.png,True,True,720,1280,720,1280,11,"0,2,4,5,7,8,9,10,13,14,255",0.021654730902777777,10,sky,0.6900193095207214,0.20395253598690033,0.023338758680555554,0.3955295138888889,0.1270233541727066,0.008323939517140388,0.6346141695976257,0.7094249725341797,0.7268795967102051,0.38759437,0.42626408,0.62441355
train,2f36bd1c-ce71741c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2f36bd1c-ce71741c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2f36bd1c-ce71741c_train_id.png,True,True,720,1280,720,1280,9,"0,4,5,7,9,10,13,14,255",0.03487413194444444,10,sky,0.6100718975067139,0.2049216777086258,0.05559244791666667,0.012381727430555555,0.2500545382499695,0.005920576862990856,0.4952159821987152,0.6440172791481018,0.7353805303573608,0.37474564,0.3801322,0.62375796
train,00e9be89-00001140.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001140.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001140_train_id.png,True,True,720,1280,720,1280,10,"0,2,5,7,8,9,10,13,14,255",0.052466362847222225,10,sky,0.6470112204551697,0.2315444052219391,0.04436197916666667,0.3575802951388889,0.13227160274982452,0.010489339008927345,0.5894126892089844,0.6667685508728027,0.6893512606620789,0.3920412,0.40757343,0.6235219
train,0d840e3e-1e1d6d69.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0d840e3e-1e1d6d69.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0d840e3e-1e1d6d69_train_id.png,True,True,720,1280,720,1280,9,"0,2,5,8,9,10,13,14,255",0.005056423611111111,10,sky,0.6715954542160034,0.23795178532600403,0.020633680555555554,0.47755425347222225,0.07091274857521057,0.008587399497628212,0.6481377482414246,0.6911711692810059,0.6283141374588013,0.40032992,0.42499697,0.62300134
train,2f6d199a-3753646d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2f6d199a-3753646d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2f6d199a-3753646d_train_id.png,True,True,720,1280,720,1280,9,"0,5,6,7,8,10,13,14,255",0.055849609375,10,sky,0.6765488982200623,0.25122570991516113,0.027591145833333334,0.5101171875,0.03644957393407822,0.005480160471051931,0.6782658100128174,0.6771727204322815,0.6637213826179504,0.40638885,0.43054736,0.6227564
val,9e8f6fa8-82815cbb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/val/9e8f6fa8-82815cbb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/val/9e8f6fa8-82815cbb_train_id.png,True,True,720,1280,720,1280,10,"0,2,4,5,7,8,9,10,13,255",0.11758355034722222,10,sky,0.710219144821167,0.21877509355545044,0.038209635416666665,0.4848773871527778,0.0652293786406517,0.008170641958713531,0.6736446022987366,0.7295819520950317,0.7019191980361938,0.39889959,0.4437637,0.6221867
train,00e9be89-00001210.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001210.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001210_train_id.png,True,True,720,1280,720,1280,10,"0,2,4,5,7,8,10,13,14,255",0.10122829861111111,10,sky,0.6902713775634766,0.20430703461170197,0.017799479166666667,0.40277235243055554,0.11500585824251175,0.007394834421575069,0.6392329335212708,0.7098957896232605,0.7179637551307678,0.39176205,0.431393,0.6216323
train,00e9be89-00001255.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00e9be89-00001255.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00e9be89-00001255_train_id.png,True,True,720,1280,720,1280,12,"0,1,3,4,5,7,8,9,10,13,14,255",0.10003038194444444,10,sky,0.6975049376487732,0.20636892318725586,0.03716796875,0.41992513020833333,0.10863898694515228,0.011489354074001312,0.6528820991516113,0.715584933757782,0.7135900855064392,0.3928788,0.4351448,0.6215312
