image_name,image_path,scene,scene_group,timeofday,weather,num_detections,has_drivable
b310be3f-c5d5e18c.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b310be3f-c5d5e18c.jpg,residential,residential,night,clear,12,True
c94c8cef-c8c484fc.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c94c8cef-c8c484fc.jpg,residential,residential,dawn/dusk,snowy,15,True
c94adc37-20233549.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c94adc37-20233549.jpg,residential,residential,night,clear,18,True
c924c4a4-7f9aa43a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c924c4a4-7f9aa43a.jpg,city street,city street,daytime,partly cloudy,20,True
ba70dfe3-b948e66d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/ba70dfe3-b948e66d.jpg,residential,residential,night,clear,20,True
b258d359-49a3ad31.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b258d359-49a3ad31.jpg,city street,city street,night,clear,18,True
b9097b2d-0eb8ce24.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b9097b2d-0eb8ce24.jpg,city street,city street,night,clear,18,True
b81b8523-024d30e0.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b81b8523-024d30e0.jpg,residential,residential,night,undefined,17,True
b3121071-afc8cca5.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b3121071-afc8cca5.jpg,city street,city street,night,clear,7,True
c948b2b1-1183d2e3.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c948b2b1-1183d2e3.jpg,residential,residential,daytime,undefined,19,True
b368ee71-c63152ff.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b368ee71-c63152ff.jpg,city street,city street,daytime,undefined,27,True
b9d12c48-d855b440.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b9d12c48-d855b440.jpg,city street,city street,daytime,undefined,29,True
b454034b-d84dae74.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b454034b-d84dae74.jpg,city street,city street,night,clear,17,True
b568371d-db4fb582.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b568371d-db4fb582.jpg,city street,city street,night,clear,32,True
c4b8340c-51d3f82b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c4b8340c-51d3f82b.jpg,city street,city street,daytime,undefined,33,True
bc1e4645-76a7fd0e.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bc1e4645-76a7fd0e.jpg,city street,city street,daytime,clear,26,True
c9a4aaee-24651f2a.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c9a4aaee-24651f2a.jpg,city street,city street,night,clear,21,True
c01c313b-e0b15fa2.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c01c313b-e0b15fa2.jpg,city street,city street,night,snowy,9,True
b8b69c99-e0c0b8bb.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b8b69c99-e0c0b8bb.jpg,city street,city street,daytime,snowy,19,True
bfd64d5f-d141be33.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bfd64d5f-d141be33.jpg,city street,city street,daytime,clear,27,True
c970d004-efeb8b97.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c970d004-efeb8b97.jpg,residential,residential,daytime,overcast,25,True
c6d51f76-d2459db8.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c6d51f76-d2459db8.jpg,undefined,other,night,clear,22,True
bafe41f1-fa3e0ccf.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bafe41f1-fa3e0ccf.jpg,city street,city street,night,clear,24,True
c56ad92a-ce17a387.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c56ad92a-ce17a387.jpg,city street,city street,daytime,rainy,4,True
c75e23fe-88586adb.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c75e23fe-88586adb.jpg,city street,city street,daytime,undefined,15,True
b8086e12-68a9bab2.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b8086e12-68a9bab2.jpg,city street,city street,night,snowy,19,True
bca3720a-72374014.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bca3720a-72374014.jpg,city street,city street,night,rainy,8,True
b7497244-1b64c54d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b7497244-1b64c54d.jpg,city street,city street,daytime,clear,36,True
c79e45ca-9ad90248.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c79e45ca-9ad90248.jpg,city street,city street,night,clear,21,True
b4d18d1a-6007c930.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b4d18d1a-6007c930.jpg,residential,residential,daytime,undefined,4,True
c022e075-40907eff.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c022e075-40907eff.jpg,city street,city street,daytime,partly cloudy,7,True
b1df722f-57d21f3f.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b1df722f-57d21f3f.jpg,highway,highway,daytime,clear,12,True
c566026b-2879276d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c566026b-2879276d.jpg,residential,residential,dawn/dusk,clear,29,True
c46ab79d-5e0c7623.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c46ab79d-5e0c7623.jpg,city street,city street,daytime,undefined,23,True
c1978334-40dc8bd3.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c1978334-40dc8bd3.jpg,city street,city street,night,clear,17,True
bf7f98e7-ca70ee34.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bf7f98e7-ca70ee34.jpg,residential,residential,dawn/dusk,snowy,21,True
c2021f20-46a5823b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c2021f20-46a5823b.jpg,city street,city street,night,rainy,30,True
c2a76d08-bba28d34.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c2a76d08-bba28d34.jpg,highway,highway,daytime,overcast,24,True
bbc06e30-64bcf017.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bbc06e30-64bcf017.jpg,city street,city street,night,clear,19,True
bde65a81-fb6b43cc.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bde65a81-fb6b43cc.jpg,city street,city street,daytime,undefined,27,True
c76d86ec-f11c0df0.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c76d86ec-f11c0df0.jpg,residential,residential,daytime,rainy,7,True
c61820fc-ba8d6a48.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c61820fc-ba8d6a48.jpg,city street,city street,night,snowy,18,True
c00c9631-ae7bd0ad.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c00c9631-ae7bd0ad.jpg,city street,city street,daytime,overcast,28,True
c0697e71-428e14b1.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c0697e71-428e14b1.jpg,city street,city street,night,rainy,13,True
bb0af861-7e6c3e30.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bb0af861-7e6c3e30.jpg,city street,city street,night,clear,14,True
b6270d75-6999f310.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b6270d75-6999f310.jpg,undefined,other,undefined,clear,4,True
c8e8f29f-aa6b38d9.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c8e8f29f-aa6b38d9.jpg,city street,city street,daytime,partly cloudy,12,True
bcef7536-5c2e5a49.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bcef7536-5c2e5a49.jpg,highway,highway,night,clear,24,True
b605d5d8-ec6fab2b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b605d5d8-ec6fab2b.jpg,city street,city street,daytime,partly cloudy,10,True
be8962cd-17e6f610.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/be8962cd-17e6f610.jpg,city street,city street,night,clear,23,True
b8b15e54-4c278512.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b8b15e54-4c278512.jpg,city street,city street,daytime,clear,20,True
c31aa969-cfd19d38.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c31aa969-cfd19d38.jpg,city street,city street,night,undefined,8,True
c4192610-f46ed7cc.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c4192610-f46ed7cc.jpg,highway,highway,night,clear,4,True
b57077d8-ae0b13ca.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b57077d8-ae0b13ca.jpg,highway,highway,daytime,clear,17,True
c5fb6c66-c243092c.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c5fb6c66-c243092c.jpg,city street,city street,daytime,rainy,13,True
c3db3042-11a5ab24.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c3db3042-11a5ab24.jpg,city street,city street,night,clear,5,True
c4742900-a38a2d85.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c4742900-a38a2d85.jpg,highway,highway,night,clear,11,True
b3e72283-34ebe4f5.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b3e72283-34ebe4f5.jpg,city street,city street,daytime,overcast,19,True
c1211833-1ba939db.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c1211833-1ba939db.jpg,residential,residential,daytime,clear,14,True
c455b31c-12fbb7a9.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c455b31c-12fbb7a9.jpg,highway,highway,daytime,partly cloudy,12,True
bf78f601-1003f3da.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bf78f601-1003f3da.jpg,highway,highway,daytime,clear,10,True
c000dedd-db6c37a3.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c000dedd-db6c37a3.jpg,highway,highway,night,clear,4,True
b98e3a45-c94a8f44.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b98e3a45-c94a8f44.jpg,highway,highway,daytime,clear,14,True
b266db29-c518f15d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b266db29-c518f15d.jpg,city street,city street,daytime,rainy,16,True
c4542f68-d3221fd3.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c4542f68-d3221fd3.jpg,city street,city street,daytime,rainy,19,True
c75e23fe-1e57a6c4.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c75e23fe-1e57a6c4.jpg,city street,city street,daytime,undefined,6,True
b7ec9c7e-cfdf4a45.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b7ec9c7e-cfdf4a45.jpg,highway,highway,daytime,overcast,35,True
b7234188-8102b743.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b7234188-8102b743.jpg,city street,city street,night,clear,23,True
b42df626-3c4d9bfd.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b42df626-3c4d9bfd.jpg,highway,highway,dawn/dusk,clear,26,True
c0a8843f-b467b5b5.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c0a8843f-b467b5b5.jpg,city street,city street,daytime,overcast,13,True
b73de6c1-907ea814.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b73de6c1-907ea814.jpg,residential,residential,dawn/dusk,clear,11,True
c11bcaaf-2213faec.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c11bcaaf-2213faec.jpg,highway,highway,daytime,snowy,24,True
b33ea6cb-8ef8b9c4.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b33ea6cb-8ef8b9c4.jpg,city street,city street,daytime,undefined,53,True
be00866b-4eba6f90.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/be00866b-4eba6f90.jpg,residential,residential,dawn/dusk,overcast,16,True
c0697e71-b05bc4b3.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c0697e71-b05bc4b3.jpg,highway,highway,daytime,overcast,25,True
c2050b3c-55dd8c44.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c2050b3c-55dd8c44.jpg,highway,highway,daytime,clear,6,True
b3566b0e-f8e7b731.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b3566b0e-f8e7b731.jpg,residential,residential,daytime,snowy,15,True
b9ca8abd-dc5cd337.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b9ca8abd-dc5cd337.jpg,highway,highway,dawn/dusk,partly cloudy,29,True
ba3ffa1d-05ce6de4.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/ba3ffa1d-05ce6de4.jpg,city street,city street,daytime,overcast,31,True
ca3165e0-3a330c98.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/ca3165e0-3a330c98.jpg,city street,city street,night,clear,44,True
bdb658c2-f38bc8c3.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/bdb658c2-f38bc8c3.jpg,city street,city street,daytime,clear,12,True
c7d1b792-8a24c40e.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c7d1b792-8a24c40e.jpg,city street,city street,night,clear,11,True
ba7b9df0-a0b062ab.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/ba7b9df0-a0b062ab.jpg,city street,city street,daytime,undefined,31,True
c911f50f-e7958776.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c911f50f-e7958776.jpg,city street,city street,daytime,clear,32,True
ba893ca0-7ad6a523.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/ba893ca0-7ad6a523.jpg,city street,city street,daytime,undefined,17,True
c433e2aa-77bf9219.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c433e2aa-77bf9219.jpg,city street,city street,night,clear,10,True
b3e2086f-d41fbd4d.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b3e2086f-d41fbd4d.jpg,city street,city street,daytime,partly cloudy,25,True
b27688b6-cd521517.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b27688b6-cd521517.jpg,highway,highway,daytime,clear,18,True
b7298f0f-00fb851b.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b7298f0f-00fb851b.jpg,city street,city street,daytime,partly cloudy,19,True
b9d12c48-050117dc.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b9d12c48-050117dc.jpg,highway,highway,daytime,overcast,25,True
c5e41dc2-c5eb4569.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c5e41dc2-c5eb4569.jpg,city street,city street,daytime,overcast,14,True
b3853f81-272f6c37.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/b3853f81-272f6c37.jpg,city street,city street,daytime,undefined,21,True
c3639d96-b9928b16.jpg,/Users/berkay/projects/daft-drive/DAFT-SegFormer-BDD100K/data/hf_bdd100k_yolop_global/images/train/c3639d96-b9928b16.jpg,city street,city street,night,clear,15,True
