split,image_name,image_path,mask_path,has_mask,has_metadata,weather,timeofday,scene,condition
train,00d8944b-e157478b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00d8944b-e157478b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00d8944b-e157478b_train_id.png,True,True,partly cloudy,daytime,city street,day
train,00de601c-858a8a8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00de601c-858a8a8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00de601c-858a8a8d_train_id.png,True,True,overcast,daytime,highway,day
train,00f7eac8-5193d600.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/00f7eac8-5193d600.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/00f7eac8-5193d600_train_id.png,True,True,overcast,daytime,city street,day
train,010fc651-19922861.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/010fc651-19922861.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/010fc651-19922861_train_id.png,True,True,clear,daytime,city street,day
train,01118704-2d838d7f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01118704-2d838d7f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01118704-2d838d7f_train_id.png,True,True,clear,daytime,highway,day
train,011d593a-89158b9d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/011d593a-89158b9d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/011d593a-89158b9d_train_id.png,True,True,clear,daytime,city street,day
train,012e0351-723ac360.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/012e0351-723ac360.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/012e0351-723ac360_train_id.png,True,True,undefined,daytime,city street,day
train,014474aa-accf35e1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/014474aa-accf35e1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/014474aa-accf35e1_train_id.png,True,True,undefined,daytime,city street,day
train,01688cf2-237fbd49.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01688cf2-237fbd49.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01688cf2-237fbd49_train_id.png,True,True,clear,daytime,city street,day
train,01818f85-6397dd75.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01818f85-6397dd75.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01818f85-6397dd75_train_id.png,True,True,overcast,daytime,city street,day
train,01a4933a-252e566a.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01a4933a-252e566a.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01a4933a-252e566a_train_id.png,True,True,clear,daytime,city street,day
train,01c4035b-bcaeb067.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01c4035b-bcaeb067.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01c4035b-bcaeb067_train_id.png,True,True,overcast,daytime,highway,day
train,01c5cd64-6e208afd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/01c5cd64-6e208afd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/01c5cd64-6e208afd_train_id.png,True,True,overcast,daytime,city street,day
train,0204aad7-05dbee41.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0204aad7-05dbee41.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0204aad7-05dbee41_train_id.png,True,True,undefined,daytime,city street,day
train,02133057-fc70cc0e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/02133057-fc70cc0e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/02133057-fc70cc0e_train_id.png,True,True,undefined,daytime,city street,day
train,021c0ade-877a81e9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/021c0ade-877a81e9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/021c0ade-877a81e9_train_id.png,True,True,overcast,daytime,city street,day
train,023d0f3c-564e6d31.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/023d0f3c-564e6d31.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/023d0f3c-564e6d31_train_id.png,True,True,snowy,daytime,city street,day
train,0245bba2-838a71a5.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0245bba2-838a71a5.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0245bba2-838a71a5_train_id.png,True,True,partly cloudy,daytime,city street,day
train,0248ab56-904b42ad.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0248ab56-904b42ad.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0248ab56-904b42ad_train_id.png,True,True,overcast,daytime,city street,day
train,026c7465-d54954fa.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/026c7465-d54954fa.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/026c7465-d54954fa_train_id.png,True,True,overcast,daytime,highway,day
train,027e72be-02d4782f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/027e72be-02d4782f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/027e72be-02d4782f_train_id.png,True,True,overcast,daytime,city street,day
train,029abf56-094a6f08.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/029abf56-094a6f08.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/029abf56-094a6f08_train_id.png,True,True,clear,daytime,highway,day
train,02d3ac59-ada9555d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/02d3ac59-ada9555d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/02d3ac59-ada9555d_train_id.png,True,True,overcast,daytime,residential,day
train,02ddd956-1bee234c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/02ddd956-1bee234c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/02ddd956-1bee234c_train_id.png,True,True,undefined,daytime,city street,day
train,0311770a-42a9e854.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0311770a-42a9e854.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0311770a-42a9e854_train_id.png,True,True,overcast,daytime,highway,day
train,0335a578-bc537992.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0335a578-bc537992.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0335a578-bc537992_train_id.png,True,True,clear,daytime,highway,day
train,033ae54d-46760e92.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/033ae54d-46760e92.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/033ae54d-46760e92_train_id.png,True,True,partly cloudy,daytime,residential,day
train,035b1b38-07da7a0c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/035b1b38-07da7a0c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/035b1b38-07da7a0c_train_id.png,True,True,clear,daytime,city street,day
train,035cbba8-1e0e6c8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/035cbba8-1e0e6c8d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/035cbba8-1e0e6c8d_train_id.png,True,True,overcast,daytime,residential,day
train,03793f54-c5de387b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/03793f54-c5de387b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/03793f54-c5de387b_train_id.png,True,True,clear,daytime,highway,day
train,0384ec78-864ea363.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0384ec78-864ea363.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0384ec78-864ea363_train_id.png,True,True,partly cloudy,daytime,highway,day
train,0390cdb2-1f193811.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0390cdb2-1f193811.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0390cdb2-1f193811_train_id.png,True,True,partly cloudy,daytime,highway,day
train,03c239e4-212735e7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/03c239e4-212735e7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/03c239e4-212735e7_train_id.png,True,True,partly cloudy,daytime,city street,day
train,03cee322-f7c906a2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/03cee322-f7c906a2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/03cee322-f7c906a2_train_id.png,True,True,clear,daytime,city street,day
train,03dda8e7-dea74947.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/03dda8e7-dea74947.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/03dda8e7-dea74947_train_id.png,True,True,overcast,daytime,city street,day
train,04180105-d7aca785.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/04180105-d7aca785.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/04180105-d7aca785_train_id.png,True,True,clear,daytime,highway,day
train,04200e90-4a4c631e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/04200e90-4a4c631e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/04200e90-4a4c631e_train_id.png,True,True,overcast,daytime,highway,day
train,042d4997-ba286e85.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/042d4997-ba286e85.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/042d4997-ba286e85_train_id.png,True,True,clear,daytime,city street,day
train,04348402-062a4eac.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/04348402-062a4eac.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/04348402-062a4eac_train_id.png,True,True,clear,daytime,highway,day
train,047671d6-83485ddb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/047671d6-83485ddb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/047671d6-83485ddb_train_id.png,True,True,partly cloudy,daytime,city street,day
train,0478d053-f5bb4831.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0478d053-f5bb4831.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0478d053-f5bb4831_train_id.png,True,True,clear,daytime,residential,day
train,047e732b-aa79a87d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/047e732b-aa79a87d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/047e732b-aa79a87d_train_id.png,True,True,undefined,daytime,tunnel,day
train,0492b183-725063b0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0492b183-725063b0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0492b183-725063b0_train_id.png,True,True,clear,daytime,city street,day
train,049494ac-9aa2732a.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/049494ac-9aa2732a.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/049494ac-9aa2732a_train_id.png,True,True,clear,daytime,highway,day
train,049dde52-19569c8c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/049dde52-19569c8c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/049dde52-19569c8c_train_id.png,True,True,partly cloudy,daytime,city street,day
train,04a8e132-4f929465.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/04a8e132-4f929465.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/04a8e132-4f929465_train_id.png,True,True,overcast,daytime,city street,day
train,04b33c7e-df4fc4c8.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/04b33c7e-df4fc4c8.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/04b33c7e-df4fc4c8_train_id.png,True,True,clear,daytime,city street,day
train,04b72436-0d8ef43c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/04b72436-0d8ef43c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/04b72436-0d8ef43c_train_id.png,True,True,undefined,daytime,highway,day
train,051da193-a0328cfd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/051da193-a0328cfd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/051da193-a0328cfd_train_id.png,True,True,undefined,daytime,city street,day
train,0521fd41-39bc52be.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0521fd41-39bc52be.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0521fd41-39bc52be_train_id.png,True,True,clear,daytime,city street,day
train,0528fc43-081bdcbd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0528fc43-081bdcbd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0528fc43-081bdcbd_train_id.png,True,True,undefined,daytime,residential,day
train,0540f550-72c78702.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0540f550-72c78702.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0540f550-72c78702_train_id.png,True,True,clear,daytime,residential,day
train,054a8fc0-6f54c1d9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/054a8fc0-6f54c1d9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/054a8fc0-6f54c1d9_train_id.png,True,True,snowy,daytime,city street,day
train,0555945c-a5a83e97.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0555945c-a5a83e97.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0555945c-a5a83e97_train_id.png,True,True,overcast,daytime,city street,day
train,056c5701-175a265c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/056c5701-175a265c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/056c5701-175a265c_train_id.png,True,True,overcast,daytime,city street,day
train,0573cc84-e67f61ef.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0573cc84-e67f61ef.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0573cc84-e67f61ef_train_id.png,True,True,undefined,daytime,city street,day
train,05e36850-efef8502.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/05e36850-efef8502.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/05e36850-efef8502_train_id.png,True,True,undefined,daytime,residential,day
train,05e5a68e-f0e05a42.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/05e5a68e-f0e05a42.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/05e5a68e-f0e05a42_train_id.png,True,True,clear,daytime,highway,day
train,05f899e8-b72038aa.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/05f899e8-b72038aa.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/05f899e8-b72038aa_train_id.png,True,True,overcast,daytime,highway,day
train,05faab83-7761d124.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/05faab83-7761d124.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/05faab83-7761d124_train_id.png,True,True,clear,daytime,highway,day
train,0631bd6c-14480fea.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0631bd6c-14480fea.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0631bd6c-14480fea_train_id.png,True,True,overcast,daytime,highway,day
train,064c84ab-5560b5a4.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/064c84ab-5560b5a4.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/064c84ab-5560b5a4_train_id.png,True,True,clear,daytime,residential,day
train,06661450-f52ed9ce.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/06661450-f52ed9ce.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/06661450-f52ed9ce_train_id.png,True,True,clear,daytime,highway,day
train,0672c229-4d6e08a2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0672c229-4d6e08a2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0672c229-4d6e08a2_train_id.png,True,True,snowy,daytime,city street,day
train,067cecc1-d40ce82c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/067cecc1-d40ce82c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/067cecc1-d40ce82c_train_id.png,True,True,undefined,daytime,city street,day
train,06939285-f98cafe6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/06939285-f98cafe6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/06939285-f98cafe6_train_id.png,True,True,clear,daytime,city street,day
train,06b4defc-5d3e87b0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/06b4defc-5d3e87b0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/06b4defc-5d3e87b0_train_id.png,True,True,clear,daytime,city street,day
train,06c38a86-e8d15e35.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/06c38a86-e8d15e35.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/06c38a86-e8d15e35_train_id.png,True,True,overcast,daytime,city street,day
train,06d937fd-3df1b5be.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/06d937fd-3df1b5be.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/06d937fd-3df1b5be_train_id.png,True,True,overcast,daytime,city street,day
train,06fc9e56-f4dc4049.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/06fc9e56-f4dc4049.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/06fc9e56-f4dc4049_train_id.png,True,True,clear,daytime,city street,day
train,07034b4f-2ffea8e6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07034b4f-2ffea8e6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07034b4f-2ffea8e6_train_id.png,True,True,undefined,daytime,city street,day
train,072a5b71-13456ded.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/072a5b71-13456ded.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/072a5b71-13456ded_train_id.png,True,True,undefined,daytime,residential,day
train,072f9d2d-5534d167.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/072f9d2d-5534d167.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/072f9d2d-5534d167_train_id.png,True,True,overcast,daytime,city street,day
train,07398e6d-65825072.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07398e6d-65825072.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07398e6d-65825072_train_id.png,True,True,undefined,daytime,city street,day
train,07434289-7c2e8f71.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07434289-7c2e8f71.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07434289-7c2e8f71_train_id.png,True,True,partly cloudy,daytime,city street,day
train,07576c3b-32ef9ee1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07576c3b-32ef9ee1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07576c3b-32ef9ee1_train_id.png,True,True,undefined,daytime,city street,day
train,075a4b25-bbe29ca1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/075a4b25-bbe29ca1.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/075a4b25-bbe29ca1_train_id.png,True,True,overcast,daytime,residential,day
train,076399f2-4c68835b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/076399f2-4c68835b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/076399f2-4c68835b_train_id.png,True,True,snowy,daytime,city street,day
train,07797fc1-3f6aee10.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07797fc1-3f6aee10.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07797fc1-3f6aee10_train_id.png,True,True,partly cloudy,daytime,city street,day
train,0781f922-11dd7bfb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0781f922-11dd7bfb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0781f922-11dd7bfb_train_id.png,True,True,undefined,daytime,city street,day
train,0798a3a8-c4501e0f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0798a3a8-c4501e0f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0798a3a8-c4501e0f_train_id.png,True,True,snowy,daytime,city street,day
train,07b5af1c-5153aa63.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07b5af1c-5153aa63.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07b5af1c-5153aa63_train_id.png,True,True,clear,daytime,city street,day
train,07c73bfa-92365af9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07c73bfa-92365af9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07c73bfa-92365af9_train_id.png,True,True,overcast,daytime,residential,day
train,07d025f2-86b087d6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07d025f2-86b087d6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07d025f2-86b087d6_train_id.png,True,True,overcast,daytime,city street,day
train,07dbeef2-301c99ae.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07dbeef2-301c99ae.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07dbeef2-301c99ae_train_id.png,True,True,clear,daytime,city street,day
train,07f58d35-3b247fbf.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07f58d35-3b247fbf.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07f58d35-3b247fbf_train_id.png,True,True,undefined,daytime,residential,day
train,07f99854-0c9179ab.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/07f99854-0c9179ab.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/07f99854-0c9179ab_train_id.png,True,True,clear,daytime,highway,day
train,080abd32-ba75fb8e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/080abd32-ba75fb8e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/080abd32-ba75fb8e_train_id.png,True,True,partly cloudy,daytime,residential,day
train,0821e2f3-b32bf7a3.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0821e2f3-b32bf7a3.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0821e2f3-b32bf7a3_train_id.png,True,True,overcast,daytime,city street,day
train,082d5dee-53c30dad.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/082d5dee-53c30dad.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/082d5dee-53c30dad_train_id.png,True,True,overcast,daytime,highway,day
