split,image_name,image_path,mask_path,has_mask,has_metadata,weather,timeofday,scene,condition
train,0f0f2997-57c7f360.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0f0f2997-57c7f360.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0f0f2997-57c7f360_train_id.png,True,True,rainy,daytime,city street,rain
train,0f9fbe4b-081bb395.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/0f9fbe4b-081bb395.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/0f9fbe4b-081bb395_train_id.png,True,True,rainy,dawn/dusk,city street,rain
train,10c0c72d-dafc19cf.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/10c0c72d-dafc19cf.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/10c0c72d-dafc19cf_train_id.png,True,True,rainy,daytime,city street,rain
train,11409559-f3c4582b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/11409559-f3c4582b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/11409559-f3c4582b_train_id.png,True,True,rainy,daytime,highway,rain
train,11dc1774-6942564c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/11dc1774-6942564c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/11dc1774-6942564c_train_id.png,True,True,rainy,daytime,city street,rain
train,11dc1774-6eb9c063.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/11dc1774-6eb9c063.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/11dc1774-6eb9c063_train_id.png,True,True,rainy,daytime,parking lot,rain
train,13163948-7d0574d6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/13163948-7d0574d6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/13163948-7d0574d6_train_id.png,True,True,rainy,daytime,highway,rain
train,13620abf-62b6685f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/13620abf-62b6685f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/13620abf-62b6685f_train_id.png,True,True,rainy,night,city street,rain
train,1371f6a6-46053308.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1371f6a6-46053308.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1371f6a6-46053308_train_id.png,True,True,rainy,daytime,city street,rain
train,1462e08b-8ee18629.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1462e08b-8ee18629.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1462e08b-8ee18629_train_id.png,True,True,rainy,dawn/dusk,highway,rain
train,14d7f440-023142b7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/14d7f440-023142b7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/14d7f440-023142b7_train_id.png,True,True,rainy,daytime,city street,rain
train,17fb67eb-28a14e3e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/17fb67eb-28a14e3e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/17fb67eb-28a14e3e_train_id.png,True,True,rainy,daytime,city street,rain
train,193eb1de-ae209b58.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/193eb1de-ae209b58.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/193eb1de-ae209b58_train_id.png,True,True,rainy,daytime,highway,rain
train,19590021-13e5646e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/19590021-13e5646e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/19590021-13e5646e_train_id.png,True,True,rainy,daytime,residential,rain
train,19590021-87bdfd77.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/19590021-87bdfd77.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/19590021-87bdfd77_train_id.png,True,True,rainy,daytime,parking lot,rain
train,196d16dd-e26c2301.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/196d16dd-e26c2301.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/196d16dd-e26c2301_train_id.png,True,True,rainy,dawn/dusk,city street,rain
train,1a07eecb-5d4efd09.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1a07eecb-5d4efd09.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1a07eecb-5d4efd09_train_id.png,True,True,rainy,daytime,highway,rain
train,1a0b97c6-83f64f01.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1a0b97c6-83f64f01.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1a0b97c6-83f64f01_train_id.png,True,True,rainy,daytime,city street,rain
train,1a2f2112-f566a272.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1a2f2112-f566a272.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1a2f2112-f566a272_train_id.png,True,True,rainy,daytime,highway,rain
train,1a760b64-33c25ec5.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1a760b64-33c25ec5.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1a760b64-33c25ec5_train_id.png,True,True,rainy,daytime,highway,rain
train,1f42f14e-383d615c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/1f42f14e-383d615c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/1f42f14e-383d615c_train_id.png,True,True,rainy,dawn/dusk,city street,rain
train,2012cb38-e1a58f29.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2012cb38-e1a58f29.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2012cb38-e1a58f29_train_id.png,True,True,rainy,daytime,city street,rain
train,203689aa-90d26c96.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/203689aa-90d26c96.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/203689aa-90d26c96_train_id.png,True,True,rainy,daytime,city street,rain
train,231e71a1-022c23f6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/231e71a1-022c23f6.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/231e71a1-022c23f6_train_id.png,True,True,rainy,daytime,city street,rain
train,244f9d52-8939637c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/244f9d52-8939637c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/244f9d52-8939637c_train_id.png,True,True,rainy,daytime,city street,rain
train,24770a66-2e9e294f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/24770a66-2e9e294f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/24770a66-2e9e294f_train_id.png,True,True,rainy,dawn/dusk,highway,rain
train,248a4806-8abbf072.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/248a4806-8abbf072.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/248a4806-8abbf072_train_id.png,True,True,rainy,dawn/dusk,city street,rain
train,24f4ab6d-81c4c57d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/24f4ab6d-81c4c57d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/24f4ab6d-81c4c57d_train_id.png,True,True,rainy,daytime,city street,rain
train,26afd0b9-d88e35cb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/26afd0b9-d88e35cb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/26afd0b9-d88e35cb_train_id.png,True,True,rainy,dawn/dusk,highway,rain
train,26c3e03a-5b658e3e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/26c3e03a-5b658e3e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/26c3e03a-5b658e3e_train_id.png,True,True,rainy,daytime,city street,rain
train,27248c22-a748e30f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/27248c22-a748e30f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/27248c22-a748e30f_train_id.png,True,True,rainy,daytime,city street,rain
train,2740c139-838de60f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2740c139-838de60f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2740c139-838de60f_train_id.png,True,True,rainy,daytime,city street,rain
train,27c8f34f-31dd1ae2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/27c8f34f-31dd1ae2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/27c8f34f-31dd1ae2_train_id.png,True,True,rainy,daytime,city street,rain
train,28643c39-7bcaa7fc.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/28643c39-7bcaa7fc.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/28643c39-7bcaa7fc_train_id.png,True,True,rainy,dawn/dusk,city street,rain
train,28d9ffe4-b4a5f1fd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/28d9ffe4-b4a5f1fd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/28d9ffe4-b4a5f1fd_train_id.png,True,True,rainy,daytime,highway,rain
train,2982948f-d628f94b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2982948f-d628f94b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2982948f-d628f94b_train_id.png,True,True,rainy,daytime,highway,rain
train,2a1e1100-7515a5fc.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2a1e1100-7515a5fc.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2a1e1100-7515a5fc_train_id.png,True,True,rainy,daytime,residential,rain
train,2aa7c61a-a94413a8.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2aa7c61a-a94413a8.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2aa7c61a-a94413a8_train_id.png,True,True,rainy,daytime,city street,rain
train,2b9bc4f8-780bd01f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2b9bc4f8-780bd01f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2b9bc4f8-780bd01f_train_id.png,True,True,rainy,daytime,city street,rain
train,2bcdafa3-0013d653.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2bcdafa3-0013d653.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2bcdafa3-0013d653_train_id.png,True,True,rainy,daytime,city street,rain
train,2e54b87c-9e02b648.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2e54b87c-9e02b648.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2e54b87c-9e02b648_train_id.png,True,True,rainy,daytime,highway,rain
train,2e5ae824-55520bfb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/2e5ae824-55520bfb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/2e5ae824-55520bfb_train_id.png,True,True,rainy,daytime,highway,rain
train,30b13f7f-90cea216.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/30b13f7f-90cea216.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/30b13f7f-90cea216_train_id.png,True,True,rainy,daytime,city street,rain
train,315dd013-bfb8c030.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/315dd013-bfb8c030.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/315dd013-bfb8c030_train_id.png,True,True,rainy,dawn/dusk,highway,rain
train,31b7487a-a01d6351.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/31b7487a-a01d6351.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/31b7487a-a01d6351_train_id.png,True,True,rainy,daytime,residential,rain
train,33f52e5f-b73b5634.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/33f52e5f-b73b5634.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/33f52e5f-b73b5634_train_id.png,True,True,rainy,daytime,city street,rain
train,35c956c2-7984414e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/35c956c2-7984414e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/35c956c2-7984414e_train_id.png,True,True,rainy,daytime,city street,rain
train,361daf34-b21b452f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/361daf34-b21b452f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/361daf34-b21b452f_train_id.png,True,True,rainy,daytime,city street,rain
train,36ae0153-0b30a49b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/36ae0153-0b30a49b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/36ae0153-0b30a49b_train_id.png,True,True,rainy,daytime,city street,rain
train,36b03591-64915045.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/36b03591-64915045.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/36b03591-64915045_train_id.png,True,True,rainy,daytime,city street,rain
train,378465c1-894b1418.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/378465c1-894b1418.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/378465c1-894b1418_train_id.png,True,True,rainy,night,undefined,rain
train,380ec05d-83becf70.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/380ec05d-83becf70.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/380ec05d-83becf70_train_id.png,True,True,rainy,daytime,city street,rain
train,382e37b6-139b8d9f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/382e37b6-139b8d9f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/382e37b6-139b8d9f_train_id.png,True,True,rainy,daytime,city street,rain
train,38a71b3e-def4acdd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/38a71b3e-def4acdd.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/38a71b3e-def4acdd_train_id.png,True,True,rainy,night,city street,rain
train,39b9d097-0bea7eed.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/39b9d097-0bea7eed.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/39b9d097-0bea7eed_train_id.png,True,True,rainy,daytime,city street,rain
train,3ba04309-9cb1b58c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3ba04309-9cb1b58c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3ba04309-9cb1b58c_train_id.png,True,True,rainy,daytime,city street,rain
train,3c469980-fb0ca2f9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3c469980-fb0ca2f9.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3c469980-fb0ca2f9_train_id.png,True,True,rainy,daytime,highway,rain
train,3cdd3c22-a10d568c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3cdd3c22-a10d568c.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3cdd3c22-a10d568c_train_id.png,True,True,rainy,daytime,city street,rain
train,3e9765b1-f65b56ba.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3e9765b1-f65b56ba.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3e9765b1-f65b56ba_train_id.png,True,True,rainy,daytime,highway,rain
train,3eec0a14-ab3e67db.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3eec0a14-ab3e67db.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3eec0a14-ab3e67db_train_id.png,True,True,rainy,night,city street,rain
train,3fba086e-ea01758b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/3fba086e-ea01758b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/3fba086e-ea01758b_train_id.png,True,True,rainy,daytime,residential,rain
train,4263d0a4-934b86c2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4263d0a4-934b86c2.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4263d0a4-934b86c2_train_id.png,True,True,rainy,daytime,highway,rain
train,43f6af12-5f64011f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/43f6af12-5f64011f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/43f6af12-5f64011f_train_id.png,True,True,rainy,daytime,city street,rain
train,451d541a-68edeb3e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/451d541a-68edeb3e.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/451d541a-68edeb3e_train_id.png,True,True,rainy,daytime,city street,rain
train,475a4732-7fd6ed1d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/475a4732-7fd6ed1d.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/475a4732-7fd6ed1d_train_id.png,True,True,rainy,daytime,city street,rain
train,4801ed72-682a628b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4801ed72-682a628b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4801ed72-682a628b_train_id.png,True,True,rainy,dawn/dusk,highway,rain
train,497a29ed-8c781157.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/497a29ed-8c781157.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/497a29ed-8c781157_train_id.png,True,True,rainy,night,undefined,rain
train,498fef26-846cbbf7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/498fef26-846cbbf7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/498fef26-846cbbf7_train_id.png,True,True,rainy,daytime,city street,rain
train,4a396379-37154446.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4a396379-37154446.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4a396379-37154446_train_id.png,True,True,rainy,daytime,city street,rain
train,4a8785c2-9440b53f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4a8785c2-9440b53f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4a8785c2-9440b53f_train_id.png,True,True,rainy,daytime,city street,rain
train,4b04adbd-d62ca67b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4b04adbd-d62ca67b.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4b04adbd-d62ca67b_train_id.png,True,True,rainy,daytime,city street,rain
train,4bfac9ce-e9f106e0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4bfac9ce-e9f106e0.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4bfac9ce-e9f106e0_train_id.png,True,True,rainy,dawn/dusk,city street,rain
train,4ff09065-664c141f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/4ff09065-664c141f.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/4ff09065-664c141f_train_id.png,True,True,rainy,daytime,city street,rain
train,50ec43cf-e41192f7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/50ec43cf-e41192f7.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/50ec43cf-e41192f7_train_id.png,True,True,rainy,daytime,city street,rain
train,51fab026-72c273db.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/51fab026-72c273db.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/51fab026-72c273db_train_id.png,True,True,rainy,daytime,city street,rain
train,53689ded-3f71b798.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/53689ded-3f71b798.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/53689ded-3f71b798_train_id.png,True,True,rainy,daytime,highway,rain
train,53ac0a14-59b81877.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/53ac0a14-59b81877.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/53ac0a14-59b81877_train_id.png,True,True,rainy,daytime,city street,rain
train,53d82b1f-2c2bfff8.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/53d82b1f-2c2bfff8.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/53d82b1f-2c2bfff8_train_id.png,True,True,rainy,daytime,city street,rain
train,54ea83be-4fb34641.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/54ea83be-4fb34641.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/54ea83be-4fb34641_train_id.png,True,True,rainy,daytime,city street,rain
train,569f5091-baf80764.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/569f5091-baf80764.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/569f5091-baf80764_train_id.png,True,True,rainy,daytime,highway,rain
train,57671c58-6f118aeb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/images/train/57671c58-6f118aeb.jpg,/Users/berkay/datasets/bdd100k_seg/bdd100k/seg/labels/train/57671c58-6f118aeb_train_id.png,True,True,rainy,daytime,city street,rain
